timestamp,gala_gopher_cpu_total_used_per,gala_gopher_block_read_bytes,gala_gopher_block_write_bytes,gala_gopher_cpu_iowait_msec,gala_gopher_cpu_irq_msec,gala_gopher_cpu_net_rx,gala_gopher_cpu_rcu,gala_gopher_cpu_sched,gala_gopher_cpu_softirq_msec,gala_gopher_cpu_system_msec,gala_gopher_cpu_timer,gala_gopher_cpu_user_msec,gala_gopher_fs_Free,gala_gopher_fs_IFree,gala_gopher_fs_IUsed,gala_gopher_fs_UsePer,gala_gopher_fs_Used,gala_gopher_mem_active_kB,gala_gopher_mem_available_kB,gala_gopher_mem_buffers_kB,gala_gopher_mem_cache_kB,gala_gopher_mem_free_kB,gala_gopher_mem_inactive_kB,gala_gopher_mem_swap_free_kB,gala_gopher_mem_swap_util,gala_gopher_mem_util,gala_gopher_net_tcp_curr_estab,gala_gopher_net_tcp_in_segs,gala_gopher_net_tcp_out_segs,gala_gopher_net_tcp_retrans_segs,gala_gopher_net_udp_indata_grams,gala_gopher_net_udp_outdata_grams,gala_gopher_nic_rx_bytes,gala_gopher_nic_rx_packets,gala_gopher_nic_rxspeed_KB,gala_gopher_nic_tx_bytes,gala_gopher_nic_tx_packets,gala_gopher_nic_txspeed_KB
1682870100,19.17,1056768,26669056,10,20,10,896,288,0,320,332,400,2848032,818504,696,10,300900,5062024,10482212,208124,10080652,290416,9960892,7630216,6.72,32.81,6,181,181,0,0,0,3965,18,0.77,0,0,0
1682870400,19.34,0,131072,10,30,7,1374,273,10,310,287,1180,2848032,818504,696,10,300900,5047912,10474896,207756,10102656,263276,10000056,7628160,6.74,32.84,8,207,207,0,0,0,5519,20,1.08,0,0,0
1682870700,20.66,5840896,27955200,0,20,10,730,225,0,300,105,210,2839840,818504,696,10,309092,4964936,10485960,206996,10111204,280020,10064632,7627392,6.75,32.69,6,197,197,0,0,0,1599,8,0.31,0,0,0
1682871000,20.17,0,73728,20,20,0,1213,335,0,330,259,300,2839840,818504,696,10,309092,4977856,10489552,206616,10124824,277164,10057756,7627136,6.76,32.62,6,249,249,0,0,0,4314,14,0.84,0,0,0
1682871300,22.33,0,147456,0,30,65,1258,232,0,430,157,1170,2839836,818502,698,10,309096,4487696,10520608,188664,3280508,7340036,3595944,7608608,6.98,31.35,8,145,145,0,0,0,3480,11,0.68,0,0,0
1682871600,21.95,0,163840,0,30,11,1725,193,10,350,161,2270,2833244,818504,696,11,315688,4488772,10506576,189444,3449700,7162636,3772944,7609120,6.98,31.39,8,197,197,0,0,0,3149,11,0.62,0,0,0
1682871900,24.27,0,122880,0,20,91,1129,318,10,470,226,160,2864412,818502,698,10,284520,4509512,10443048,190212,3543944,6988152,3923008,7623712,6.8,31.9,6,205,205,0,0,0,4101,20,0.8,0,0,0
1682872200,18.63,0,69632,10,10,108,1166,240,10,300,283,1260,2864416,818504,696,10,284516,4510636,10541472,191116,3679744,6949872,3957392,7624224,6.79,31.27,6,239,239,0,0,0,1772,7,0.35,0,0,0
1682872500,20.56,0,167936,0,20,8,1293,122,10,250,63,1770,2864416,818504,696,10,284516,4511656,10536552,191912,3815508,6807368,4095164,7624224,6.79,31.31,6,329,329,0,0,0,2094,8,0.41,0,0,0
1682872800,24.04,0,155648,0,10,24,1235,281,0,480,358,780,2856220,818502,698,10,292712,4506720,10428128,192792,3959500,6562264,4343100,7624224,6.79,31.95,6,193,193,0,0,0,5926,18,1.16,0,0,0
1682873100,23.26,0,430080,0,10,11,1489,149,10,410,57,1650,2856220,818502,698,10,292712,4504216,10467392,193708,4092596,6466652,4438136,7624480,6.79,31.7,6,223,223,0,0,0,3080,11,0.6,84,2,0.02
1682873400,20.95,0,389120,0,20,65,1085,257,0,360,57,130,2848032,818504,696,10,300900,4505344,10510324,194588,4236308,6371424,4524672,7624736,6.78,31.39,6,232,232,0,0,0,1211,7,0.24,0,0,0
1682873700,23.2,0,282624,0,20,90,962,382,0,430,369,140,2848028,818502,698,10,300904,4506476,10447696,195476,4371548,6171944,4717096,7624992,6.78,31.79,6,191,191,0,0,0,4194,16,0.82,0,0,0
1682874000,22.91,0,253952,0,20,97,869,227,0,310,96,270,2848032,818504,696,10,300900,4506208,10500840,196420,4506764,6087188,4796296,7625248,6.78,31.47,8,197,197,0,0,0,2546,12,0.5,0,0,0
1682874300,21.27,0,45056,0,30,9,686,294,10,260,239,150,2839840,818504,696,10,309092,4506032,10488752,197460,4650204,5920044,4958328,7625248,6.78,31.61,6,185,185,0,1,1,3488,10,0.68,90,1,0.02
1682874600,19.58,0,57344,0,20,86,928,296,10,270,255,320,2839840,818504,696,10,309092,4505524,10468512,198388,4785692,5761504,5110088,7625248,6.78,31.75,6,184,184,0,0,0,2132,11,0.42,0,0,0
1682874900,23.92,0,139264,0,20,24,1407,112,0,340,44,2070,2833240,818502,698,11,315692,4506400,10371276,199472,4932484,5521244,5344916,7625760,6.77,32.34,8,205,205,0,0,0,3678,24,0.72,0,0,0
1682875200,19.09,0,634880,0,20,24,1551,102,0,290,81,2160,2833244,818504,696,11,315688,4505472,10464580,200348,5067948,5475920,5383388,7626272,6.77,31.76,6,241,241,0,0,0,3120,24,0.61,0,0,0
1682875500,20.19,0,217088,20,20,124,1164,178,0,320,174,1300,2864412,818502,698,10,284520,4501472,10485144,201220,5172364,5357552,5502672,7626528,6.76,31.84,6,308,308,0,1,1,5687,18,1.11,90,1,0.02
1682875800,22.35,0,180224,0,20,4,918,254,10,390,112,150,2864412,818502,698,10,284520,4502664,10461640,202220,5307836,5194068,5659396,7626528,6.76,32.01,6,221,221,0,0,0,1531,7,0.3,0,0,0
1682876100,23.68,0,200704,10,20,7,1083,270,0,460,151,130,2856220,818502,698,10,292712,4503868,10407788,203176,5451568,4999172,5844420,7626528,6.76,32.33,6,205,205,0,0,0,1772,7,0.35,0,0,0
1682876400,22.59,0,270336,0,20,80,1666,154,10,410,76,2190,2856220,818502,698,10,292712,4505076,10452220,204156,5587188,4903496,5934628,7627040,6.76,32.07,8,395,389,21,0,0,18882,193,3.69,238940,128,46.67
1682876700,23.67,0,1445888,0,20,135,828,258,0,370,202,140,2848028,818502,698,10,300904,4505432,10358604,205092,4708444,5707788,5137060,7627296,6.75,32.54,6,175,175,0,0,0,3674,9,0.72,0,0,0
1682877000,21.26,0,27856896,30,20,75,698,355,0,280,477,150,2848032,818504,696,10,300900,4506336,10463448,206024,4844180,5675992,5166160,7627296,6.75,31.87,6,195,195,0,0,0,1837,9,0.36,0,0,0
1682877300,20.11,0,126976,0,20,2,967,174,0,260,180,1290,2848032,818504,696,10,300900,4514964,10456748,207036,4985024,5528464,5302004,7627552,6.75,31.91,8,253,253,0,0,0,1281,12,0.25,0,0,0
1682877600,18.94,0,27774976,0,10,77,1096,359,0,350,308,130,2839836,818502,698,10,309096,4511988,10436436,207988,5128828,5371584,5461940,7627808,6.75,31.99,6,175,175,0,0,0,2241,9,0.44,0,0,0
1682877900,21.15,0,258048,80,10,1,695,271,0,280,263,120,2839840,818504,696,10,309092,4513272,10445544,209044,5264588,5239872,5584428,7627808,6.75,31.95,6,227,227,0,0,0,2845,8,0.56,0,0,0
1682878200,19.03,0,299008,0,20,34,1585,155,0,330,42,2110,2839836,818502,698,10,309096,4514504,10442700,210028,5400592,5096520,5721852,7627808,6.75,32,6,265,265,0,0,0,2875,21,0.56,0,0,0
1682878500,23.78,4096,27947008,0,20,12,1261,148,10,330,165,1800,2833240,818502,698,11,315692,4515760,10358516,211056,5542864,4872092,5936792,7627808,6.75,32.51,8,153,153,0,0,0,2077,8,0.41,0,0,0
1682878800,18.62,0,57344,10,10,10,1113,276,10,320,186,170,2864416,818504,696,10,284516,4516972,10461456,211968,5647452,4834840,5966976,7628064,6.74,32.08,6,245,245,0,0,0,1657,6,0.32,0,0,0
1682879100,23.88,0,27680768,0,30,2,1160,278,0,350,421,1090,2864412,818502,698,10,284520,4518172,10363052,212960,5783548,4596868,6197440,7628064,6.74,32.72,6,187,187,0,0,0,1616,6,0.32,0,0,0
1682879400,20.43,0,22257664,0,20,6,1686,155,0,360,91,2250,2864416,818504,696,10,284516,4800852,10450768,214072,5919336,4544160,5961284,7628576,6.74,32.18,6,177,177,0,0,0,3375,11,0.66,0,0,0
1682879700,19.21,0,122880,0,20,2,881,328,0,270,361,260,2856220,818502,698,10,292712,4801884,10431088,214928,6063368,4383248,6117352,7628576,6.74,32.28,6,237,237,0,0,0,1059,5,0.21,0,0,0
1682880000,22.57,0,245760,20,10,41,912,244,0,430,104,120,2856220,818502,698,10,292712,4803032,10388068,215908,6199604,4199500,6293096,7628576,6.74,32.58,6,313,313,0,0,0,1731,7,0.34,0,0,0
1682880300,21.23,0,143360,0,20,8,1267,167,0,320,59,1290,2848032,818504,696,10,300900,4804084,10418924,216820,6343820,4089900,6393760,7628576,6.74,32.35,6,171,171,0,0,0,4662,19,0.91,0,0,0
1682880600,18.88,0,131072,0,20,5,1685,164,10,340,51,2180,2848032,818504,696,10,300900,4805224,10417400,217788,6479712,3947992,6528636,7628832,6.73,32.39,6,173,173,0,0,0,4443,19,0.87,0,0,0
1682880900,22.67,0,200704,0,30,15,915,341,10,390,274,180,2848028,818502,698,10,300904,4806384,10362728,218756,6617140,3752436,6716428,7628832,6.73,32.75,8,209,209,0,0,0,4214,16,0.82,0,0,0
1682881200,20.08,0,73728,10,20,13,1183,213,0,360,182,980,2839840,818504,696,10,309092,4807504,10401444,219704,6761560,3650468,6811188,7629344,6.73,32.47,6,197,197,0,0,0,3213,19,0.63,0,0,0
1682881500,21.89,0,131072,20,20,8,950,292,0,310,357,530,2839836,818502,698,10,309096,4808704,10362964,220684,6898568,3462032,6992712,7629344,6.73,32.79,6,225,225,0,0,0,2011,7,0.39,0,0,0
1682881800,21.2,0,106496,10,30,158,1171,336,0,350,318,180,2833244,818504,696,11,315688,4809776,10387880,221576,7041264,3346444,7100124,7629344,6.73,32.62,6,225,225,0,0,0,4908,15,0.96,0,0,0
1682882100,19.46,0,122880,10,20,15,696,233,0,270,164,150,2833244,818504,696,11,315688,4979100,10385868,223304,7180280,3200140,7071196,7629344,6.73,32.65,8,245,245,0,0,0,4581,15,0.89,0,0,0
1682882400,20.42,4096,577536,0,20,7,812,322,0,360,356,110,2864416,818504,696,10,284516,4981460,10391168,225484,7285304,3063528,7198752,7629600,6.73,32.84,8,175,175,0,0,0,2123,8,0.41,0,0,0
1682882700,21.88,0,159744,10,10,40,750,222,10,330,85,280,2864416,818504,696,10,284516,4984720,10384756,230428,7421528,2913292,7340160,7629856,6.72,32.9,6,207,207,0,0,0,3675,13,0.72,0,0,0
1682883000,19.08,0,417792,0,20,72,1041,269,0,330,112,170,2856224,818504,696,10,292708,4984236,10367184,231724,7566628,2754072,7491940,7629856,6.72,32.98,6,185,185,0,0,0,3921,13,0.77,0,0,0
1682883300,24.13,0,163840,10,20,13,1179,192,0,430,180,1100,2856220,818502,698,10,292712,4985404,10272616,232668,7708912,2511740,7727028,7629856,6.72,33.61,6,191,191,0,0,0,3199,9,0.62,0,0,0
1682883600,18.6,0,26492928,0,20,180,865,299,0,300,248,130,2848032,818504,696,10,300900,4986528,10362716,233604,7852784,2461716,7770380,7629856,6.72,33.01,6,293,293,0,0,0,3011,11,0.59,0,0,0
1682883900,20.08,0,131072,0,20,14,1627,134,10,340,42,2130,2848032,818504,696,10,300900,4987620,10358420,234460,7988620,2317228,7906608,7630624,6.71,33.05,6,197,197,0,0,0,3270,12,0.64,0,0,0
1682884200,20.66,0,135168,0,30,11,1546,287,0,410,294,1120,2848032,818504,696,10,300900,4990648,10349332,235868,8157680,2142304,8073100,7630624,6.71,33.08,6,179,179,0,0,0,2451,14,0.48,0,0,0
1682884500,19.11,0,110592,0,30,69,1176,259,0,310,228,1160,2839836,818502,698,10,309096,4991772,10327436,236748,8301856,1981060,8227516,7630624,6.71,33.19,6,285,285,0,0,0,5863,23,1.15,0,0,0
1682884800,21.01,0,131072,10,10,150,1224,270,10,330,389,1200,2839840,818504,696,10,309092,4993900,10336520,237640,8437836,1849748,8349560,7630624,6.71,33.15,8,215,215,0,0,0,3678,14,0.72,84,2,0.02
1682885100,24.64,0,114688,0,30,12,1821,77,0,350,57,2840,2839836,818502,698,10,309096,4994780,10229184,238540,8578076,1596736,8595752,7630880,6.71,33.86,6,211,211,0,0,0,2601,8,0.51,0,0,0
1682885400,20.69,0,126976,30,20,5,699,385,10,250,610,200,2833244,818504,696,11,315688,4995804,10324680,239408,8720764,1551744,8633392,7630880,6.71,33.24,6,181,181,0,0,0,3556,12,0.69,0,0,0
1682885700,20,0,102400,20,30,68,1327,297,10,350,268,1100,2864416,818504,696,10,284516,5023592,10354184,240324,8825856,1440556,8711776,7630880,6.71,33.27,8,175,175,0,0,0,5086,22,0.99,0,0,0
1682886000,19.34,0,81920,10,20,87,761,261,0,270,287,320,2864416,818504,696,10,284516,5024696,10349172,241228,8961968,1295008,8847792,7631136,6.71,33.32,6,215,215,0,0,0,1298,5,0.25,0,0,0
1682886300,23.83,0,135168,0,10,0,1088,240,10,420,113,240,2864412,818502,698,10,284520,5025752,10305448,242076,9098172,1111728,9026808,7631136,6.71,33.62,6,169,169,0,0,0,3667,13,0.72,0,0,0
1682886600,22.62,0,155648,0,20,84,982,395,10,370,454,210,2856224,818504,696,10,292708,5026928,10331764,243044,9242404,997552,9132860,7631392,6.7,33.42,6,205,205,0,1,1,3648,13,0.71,90,1,0.02
1682886900,21.06,0,98304,0,20,6,1666,160,0,330,56,2230,2856224,818504,696,10,292708,5028056,10331420,243896,9378884,855296,9266340,7631648,6.7,33.45,6,197,197,0,0,0,3360,12,0.66,0,0,0
1682887200,22.21,0,139264,0,20,12,889,295,0,380,154,150,2848028,818502,698,10,300904,5029104,10299464,244740,9496412,710340,9404020,7631648,6.7,33.62,6,197,197,0,0,0,4674,13,0.91,0,0,0
1682887500,22.89,0,376832,0,10,8,1021,216,0,400,59,140,2848032,818504,696,10,300900,5384156,10469624,245592,9621520,751352,9136708,7631904,6.7,32.56,6,223,223,0,0,0,3618,20,0.71,0,0,0
1682887800,23.82,0,163840,10,20,107,1003,303,10,460,245,240,2848028,818502,698,10,300904,5385244,10413028,246520,9757792,554040,9331088,7631904,6.7,32.94,6,246,246,0,0,0,3141,17,0.61,0,0,0
1682888100,20.17,0,499712,0,20,18,1704,292,0,370,184,930,2839840,818504,696,10,309092,5386332,10459280,247420,9902448,460432,9419436,7631904,6.7,32.61,8,209,209,0,0,0,3751,14,0.73,0,0,0
1682888400,22.18,0,106496,0,20,5,1723,160,0,430,50,2150,2839836,818502,698,10,309096,5378976,10415132,247612,10030612,284764,9602484,7632672,6.69,32.91,6,231,231,0,0,0,3597,19,0.7,0,0,0
1682888700,18.9,0,122880,0,20,7,1116,238,10,260,174,1110,2833240,818502,698,11,315692,5305144,10460548,244236,10076492,287232,9673380,7632672,6.69,32.63,6,203,203,0,0,0,1381,6,0.27,0,0,0
1682889000,19.02,0,69632,0,20,4,898,290,10,300,233,110,2833240,818502,698,11,315692,5266448,10450228,242704,10067196,290780,9706576,7632160,6.69,32.67,6,204,204,0,0,0,5393,27,1.05,0,0,0
1682889300,20.25,0,77824,0,20,102,751,227,0,320,101,120,2864416,818504,696,10,284516,5226512,10491036,242604,10072476,295952,9736440,7632416,6.69,32.61,8,249,249,0,0,0,2310,15,0.45,0,0,0
1682889600,23.59,0,65536,0,20,6,1483,166,10,430,48,1140,2864412,818502,698,10,284520,5192492,10397352,242812,10084048,191640,9874304,7632160,6.69,33.19,8,249,249,0,0,0,2797,10,0.55,0,0,0
1682889900,24.55,0,258048,0,20,31,961,137,0,330,37,1130,2856220,818502,698,10,292712,5184924,10380352,242148,10077852,190044,9881752,7631648,6.7,33.25,6,285,285,0,0,0,3435,13,0.67,0,0,0
1682890200,18.82,0,184320,10,20,6,1403,245,0,350,185,1230,2856220,818502,698,10,292712,5161088,10487044,240832,10029940,344832,9751352,7631392,6.7,32.58,6,171,171,0,0,0,2576,21,0.5,0,0,0
1682890500,23.52,0,81920,10,10,87,863,264,0,340,227,300,2848028,818502,698,10,300904,5020676,10383044,239348,9984184,300100,9938424,7631904,6.7,33.16,6,203,203,0,0,0,2210,7,0.43,0,0,0
1682890800,22.12,0,262144,0,20,102,675,248,10,290,177,250,2848032,818504,696,10,300900,5048884,10475800,239516,10068508,310572,9895564,7631648,6.7,32.56,6,225,225,0,0,0,5738,23,1.12,0,0,0
1682891100,22.52,0,172032,0,20,58,1285,227,0,430,203,1110,2848028,818502,698,10,300904,5045256,10425768,238948,10076040,259860,9949884,7628832,6.73,32.84,6,199,199,0,0,0,2505,20,0.49,0,0,0
1682891400,22.78,0,94208,10,20,13,1117,291,0,380,131,200,2839836,818502,698,10,309096,5008404,10366792,238388,10102176,187800,10060008,7627808,6.75,33.13,6,211,211,0,0,0,1261,8,0.25,0,0,0
1682891700,22.1,0,323584,0,10,59,1455,182,0,370,59,1160,2839840,818504,696,10,309092,4971216,10466424,237992,10099368,297648,9984400,7629600,6.73,32.45,6,250,250,0,0,0,4026,15,0.79,0,0,0
1682892000,18.6,0,172032,0,20,9,1166,282,0,290,302,1110,2839836,818502,698,10,309096,4974268,10468536,237160,10085048,321548,9957364,7628832,6.73,32.4,8,151,151,0,0,0,2251,7,0.44,0,0,0
1682892300,20.42,0,237568,0,10,7,1201,171,0,290,278,1520,2833244,818504,696,11,315688,4984796,10457056,236532,10108980,296848,9973016,7625756,6.77,32.41,6,207,207,0,0,0,3517,10,0.69,0,0,0
1682892600,25.21,0,335872,0,20,148,1430,279,0,390,367,1230,2864412,818502,698,10,284520,4950884,10388336,236308,10123532,190492,10113412,7631132,6.71,32.99,6,200,200,0,0,0,1729,7,0.34,0,0,0
1682892900,19.33,0,2170880,10,10,7,1100,160,0,290,69,1120,2864416,818504,696,10,284516,5002980,10489972,229560,9586516,875832,9385940,7626360,6.76,32.09,6,163,163,0,0,0,2605,8,0.51,0,0,0
1682893200,18.72,0,27951104,0,20,3,804,289,0,290,252,170,2864416,818504,696,10,284516,5004948,10487520,230496,9724044,732388,9523532,7626616,6.76,32.12,6,215,215,0,0,0,2091,8,0.41,0,0,0
1682893500,19.39,0,27910144,0,30,8,1699,128,10,350,92,2290,2856220,818502,698,10,292712,5006008,10470920,231420,9868684,575912,9676420,7626616,6.76,32.19,6,211,211,0,0,0,2454,7,0.48,0,0,0
1682893800,19.23,0,167936,0,30,11,804,298,0,320,275,140,2856224,818504,696,10,292708,5008232,10479120,232284,10006188,442228,9802800,7626616,6.76,32.16,6,239,239,0,0,0,1298,5,0.25,0,0,0
1682894100,20.22,0,339968,10,20,75,1076,368,10,370,218,120,2848028,818502,698,10,300904,5009272,10450316,233148,10150628,271604,9962452,7626616,6.76,32.32,6,191,191,0,0,0,1801,8,0.35,0,0,0
1682894400,21.82,0,139264,0,20,81,782,396,10,350,668,250,2848028,818502,698,10,300904,4928484,10443872,232600,10161416,258164,10065920,7624304,6.79,32.34,6,187,187,0,0,0,4154,15,0.81,0,0,0
1682894700,20.63,0,221184,0,20,196,994,215,0,350,44,190,2848032,818504,696,10,300900,4925536,10480724,231928,10161836,296740,10029184,7621984,6.82,32.1,6,271,271,0,0,0,4519,23,0.88,0,0,0
1682895000,22.32,552960,90112,0,20,4,847,330,0,410,423,160,2839836,818502,698,10,309096,4894800,10453152,230916,10154404,291188,10066516,7620448,6.84,32.19,6,241,241,0,0,0,2566,15,0.5,0,0,0
1682895300,22.65,0,450560,0,20,38,1348,197,10,310,245,1820,2839840,818504,696,10,309092,4871060,10474092,230384,10179448,292440,10088980,7620192,6.84,32.03,8,197,197,0,0,0,3445,13,0.67,0,0,0
1682895600,20.64,0,86016,20,10,57,857,409,10,300,501,150,2833244,818504,696,11,315688,4191352,10482636,221756,3038796,7625340,3596592,7616328,6.89,30.86,6,272,272,0,0,0,4937,29,0.96,0,0,0
1682895900,20.08,0,233472,0,30,80,976,334,10,320,292,170,2833244,818504,696,11,315688,4192908,10480240,222704,3179420,7475872,3745024,7616328,6.89,30.91,6,181,181,0,0,0,3941,13,0.77,0,0,0
1682896200,22.95,0,106496,0,20,15,1877,192,0,470,97,2250,2864412,818502,698,10,284520,4211432,10463840,223560,3291552,7321688,3881248,7622728,6.81,31.17,6,245,245,0,0,0,4314,14,0.84,0,0,0
1682896500,19.92,0,126976,10,20,108,843,410,0,340,566,200,2864416,818504,696,10,284516,4221040,10500892,224716,3496824,7152312,4037624,7623240,6.8,30.94,8,214,214,0,0,0,3521,18,0.69,0,0,0
1682896800,21.8,0,20955136,0,20,8,935,304,10,290,245,150,2856224,818504,696,10,292708,4222140,10473916,225576,3649660,6979832,4204680,7623496,6.8,31.06,8,162,162,0,0,0,1729,7,0.34,0,0,0
1682897100,18.89,0,262144,0,20,9,1633,146,0,340,44,2150,2856224,818504,696,10,292708,4223192,10487832,226468,3786648,6856904,4325996,7623496,6.8,30.96,6,193,193,0,0,0,4727,16,0.92,0,0,0
1682897400,19.92,0,401408,0,20,47,1447,223,0,350,58,1340,2848032,818504,696,10,300900,4224380,10480876,227324,3931792,6712124,4469248,7623752,6.8,30.95,6,193,193,0,0,0,3513,10,0.69,0,0,0
1682897700,21.93,0,278528,0,20,10,785,306,0,300,271,140,2848032,818504,696,10,300900,4225464,10448536,228264,4072704,6536088,4635500,7624008,6.79,31.17,6,161,161,0,0,0,1141,6,0.22,0,0,0
1682898000,19.74,0,233472,0,20,10,967,248,0,310,161,310,2848032,818504,696,10,300900,4226816,10468760,229196,4209856,6416456,4749476,7624776,6.78,31.05,6,189,189,0,0,0,1949,10,0.38,0,0,0
1682898300,18.82,0,22437888,0,20,75,979,265,0,360,80,140,2848028,818502,698,10,300904,4227912,10439368,230140,4346896,6247312,4913276,7624776,6.78,31.25,6,153,153,0,0,0,3439,19,0.67,0,0,0
1682898600,23.81,0,393216,0,30,31,1409,239,0,450,181,1230,2839836,818502,698,10,309096,4228964,10368212,230980,4502552,6026088,5125992,7625288,6.78,31.66,6,151,151,0,0,0,3404,17,0.66,0,0,0
1682898900,24.15,0,286720,10,20,17,971,155,0,330,68,1060,2839836,818502,698,10,309096,4230060,10322792,231852,4639680,5841920,5302480,7625288,6.78,31.95,6,193,193,0,0,0,2713,13,0.53,0,0,0
1682899200,20.9,0,147456,0,10,83,707,168,0,280,53,490,2833244,818504,696,11,315688,4231212,10414424,232740,4783464,5792752,5345720,7625288,6.78,31.35,8,186,186,0,0,0,3077,12,0.6,0,0,0
1682899500,24.15,0,208896,0,20,9,1023,338,10,400,346,240,2864412,818502,698,10,284520,4255776,10339416,233628,4889280,5575312,5533052,7625288,6.78,32.05,6,213,213,0,0,0,1886,8,0.37,0,0,0
1682899800,19.65,0,540672,0,10,167,716,284,10,290,367,120,2864416,818504,696,10,284516,4256840,10440580,234468,5029204,5532156,5567620,7625288,6.78,31.43,6,247,247,0,0,0,3038,10,0.59,0,0,0
1682900100,19.81,0,131072,10,20,105,833,310,0,290,135,160,2864416,818504,696,10,284516,4267796,10434588,235600,5255456,5293296,5786784,7625544,6.77,31.5,8,245,245,0,0,0,4396,13,0.86,0,0,0
1682900400,23.61,0,204800,20,20,5,1156,376,0,380,443,280,2856220,818502,698,10,292712,4278164,10364268,236572,5400708,5081392,5983676,7626312,6.77,31.92,6,201,201,0,0,0,2488,14,0.49,0,0,0
1682900700,21.45,0,204800,10,10,11,721,270,0,360,329,160,2856220,818502,698,10,292712,4279204,10391508,237408,5537980,4968004,6089488,7626312,6.77,31.76,6,253,253,0,0,0,4343,15,0.85,0,0,0
1682901000,24.4,0,245760,10,20,17,1173,257,0,520,221,970,2848028,818502,698,10,300904,4280452,10353028,238264,4663064,5823828,5242956,7626312,6.77,31.88,6,199,199,0,0,0,4377,24,0.85,0,0,0
1682901300,21.97,0,217088,20,30,7,1158,359,10,400,312,120,2848028,818502,698,10,300904,4281528,10303112,239128,4800056,5634824,5425624,7626312,6.77,32.21,6,241,241,0,0,0,3392,9,0.66,0,0,0
1682901600,20.32,0,180224,10,20,14,655,257,0,290,233,380,2848028,818502,698,10,300904,4282628,10393244,239960,4937672,5586720,5470704,7626312,6.77,31.63,6,193,193,0,0,0,3725,18,0.73,0,0,0
1682901900,24.4,0,163840,10,20,88,1019,189,10,320,87,670,2839836,818502,698,10,309096,4283572,10322312,240720,5083024,5377876,5677216,7626312,6.77,32.03,6,209,209,0,0,0,4282,15,0.84,0,0,0
1682902200,23.86,90112,233472,0,20,2,1048,252,0,430,179,200,2839836,818502,698,10,309096,4284620,10309676,241576,5193324,5252356,5796444,7626568,6.76,32.12,6,212,212,0,0,0,1910,11,0.37,0,0,0
1682902500,17.79,0,167936,0,30,9,943,329,10,310,315,130,2833244,818504,696,11,315688,4285680,10400532,242448,5337508,5202212,5839028,7626824,6.76,31.52,6,191,191,0,0,0,6089,20,1.19,84,2,0.02
1682902800,18.95,0,229376,40,20,18,823,301,0,290,284,260,2833244,818504,696,11,315688,4286752,10402532,243352,5474892,5062368,5972744,7627336,6.75,31.53,6,203,203,0,0,0,3143,13,0.61,0,0,0
1682903100,22.03,0,36864,0,20,10,1220,273,10,320,277,1200,2864416,818504,696,10,284516,4261568,10425496,244352,5577620,4945896,6107376,7627336,6.75,31.61,6,233,233,0,0,0,1433,9,0.28,0,0,0
1682903400,21.48,0,266240,20,20,13,1178,307,10,360,186,240,2864416,818504,696,10,284516,4262644,10425408,245184,5714420,4804568,6240540,7627336,6.75,31.63,6,158,158,0,1,1,4109,15,0.8,90,1,0.02
1682903700,20,0,139264,0,20,21,749,127,0,270,50,480,2856224,818504,696,10,292708,4921480,10412392,245960,5858488,4651388,5728272,7627336,6.75,31.69,8,197,197,0,0,0,5207,18,1.02,0,0,0
1682904000,19.1,0,102400,10,20,49,1123,229,10,290,164,1100,2856220,818502,698,10,292712,4922484,10395232,246696,6003312,4485160,5888712,7627336,6.75,31.82,8,195,195,0,0,0,2913,9,0.57,0,0,0
1682904300,18.52,0,139264,0,30,215,844,319,10,300,239,180,2848032,818504,696,10,300900,4921548,10395468,247576,6147528,4345968,6020916,7627336,6.75,31.78,6,243,243,0,0,0,3840,12,0.75,0,0,0
1682904600,22.92,0,114688,0,20,20,1804,97,0,300,46,2650,2848028,818502,698,10,300904,4922552,10329132,248368,6283668,4139180,6221112,7627592,6.75,32.22,6,157,157,0,0,0,4442,16,0.87,0,0,0
1682904900,19.03,0,221184,0,20,170,1022,154,0,290,110,1130,2848032,818504,696,10,300900,4923756,10390536,249252,6419944,4058884,6293832,7627848,6.75,31.86,6,216,216,0,0,0,4801,30,0.94,0,0,0
1682905200,23.94,0,405504,10,20,16,971,241,0,410,250,840,2848028,818502,698,10,300904,4923428,10320432,250264,6556300,3847884,6499756,7628104,6.74,32.33,6,203,203,0,0,0,4840,17,0.95,0,0,0
1682905500,23.84,0,184320,10,10,2,895,178,10,350,135,1010,2839840,818504,696,10,309092,4922348,10273872,251124,6700808,3660628,6680248,7628360,6.74,32.6,6,163,163,0,0,0,3144,14,0.61,0,0,0
1682905800,18.68,0,434176,10,20,3,649,240,0,270,105,250,2839840,818504,696,10,309092,4923392,10375080,251956,6837276,3621024,6713136,7628872,6.73,31.98,6,187,187,0,0,0,1760,8,0.34,0,0,0
1682906100,21.61,0,27885568,0,10,8,1315,215,0,380,44,130,2833244,818504,696,11,315688,4924476,10363356,252832,6980296,3469472,6858284,7629128,6.73,32.02,6,233,233,0,0,0,4389,16,0.86,0,0,0
1682906400,20.76,0,258048,30,20,5,582,301,0,260,395,150,2864416,818504,696,10,284516,4925680,10388976,253712,7085532,3354288,6964712,7629384,6.73,32.08,8,203,203,0,0,0,4806,15,0.94,0,0,0
